bpm,centroid_mean,centroid_std,duration,filename,filepath,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mood,rms_mean,rms_std,zcr_mean,zcr_std,exclude_from_pairs,exclude_from_candidates
86.1328125,2911.31064013289,745.7430644666023,30.0,energetic_1114360.wav,jamendo_dataset_trimmed\energetic\energetic_1114360.wav,4.353430271148682,7.561160087585449,-1.5521454811096191,7.087477684020996,6.11811113357544,7.456439018249512,1.0510238409042358,8.05433464050293,-79.05461883544922,67.91663360595703,65.4188003540039,16.985855102539062,7.912246704101562,22.431245803833008,21.716529846191406,13.587858200073242,10.317627906799316,11.112566947937012,14.568867683410645,9.551427841186523,1.5670336484909058,9.071646690368652,10.15293025970459,7.921143054962158,-1.8704301118850708,7.146106243133545,energetic,0.170679360628128,0.0922080352902412,0.0963883060419891,0.0576826323821032,0,0
129.19921875,3312.812562812353,1108.1676316365388,30.0,energetic_1342712.wav,jamendo_dataset_trimmed\energetic\energetic_1342712.wav,9.668420791625977,8.867358207702637,2.405813217163086,6.994833469390869,8.912442207336426,7.1337080001831055,6.123003959655762,7.506586074829102,-32.49380111694336,62.9405632019043,51.69330596923828,29.028470993041992,5.676469802856445,22.038480758666992,17.82965660095215,12.797433853149414,11.850712776184082,10.93655776977539,9.810437202453612,11.268589973449709,10.261866569519045,10.4010009765625,12.07259750366211,8.835799217224121,2.979743480682373,8.278648376464844,energetic,0.265800803899765,0.1158943101763725,0.1423695094814241,0.0925881002923358,0,0
117.45383522727272,2370.270477918483,634.3866305664626,30.0,energetic_73158.wav,jamendo_dataset_trimmed\energetic\energetic_73158.wav,6.114856719970703,6.67198371887207,-7.391990661621094,7.295397281646728,1.8641716241836548,5.870748043060303,-0.6845877170562744,5.752301692962647,-41.66157150268555,37.20941925048828,91.38211059570312,19.976415634155277,-5.688592910766602,15.06539249420166,22.999818801879883,13.137282371520996,-0.8477320075035095,9.027408599853516,21.166961669921875,6.81738805770874,6.580800533294678,9.355826377868652,2.7219278812408447,8.52692699432373,1.471570611000061,8.148578643798828,energetic,0.1997070759534835,0.0826665237545967,0.1151236424874226,0.0512587512044382,0,0
143.5546875,2443.84241267042,1155.9594977807633,30.0,energetic_1093792.wav,jamendo_dataset_trimmed\energetic\energetic_1093792.wav,1.2448866367340088,9.429303169250488,-5.558202266693115,8.815375328063965,-2.0372402667999268,7.986173152923584,2.0562710762023926,9.02927017211914,-139.25286865234375,108.79479217529295,97.86032104492188,53.922149658203125,6.659587860107422,27.416566848754883,18.3499813079834,19.668914794921875,13.729192733764648,16.574792861938477,6.364253997802734,10.62454319000244,-4.890370845794678,10.244831085205078,3.371587991714477,9.43652629852295,-1.204411864280701,8.583152770996094,energetic,0.1093010306358337,0.0678915902972221,0.1197230099893575,0.0714133709581154,0,0
143.5546875,1779.1079557591622,678.7594415212732,30.0,energetic_1879169.wav,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,3.7077670097351074,7.4029364585876465,-8.68409252166748,9.98922348022461,8.293673515319824,7.437948226928711,0.1631038188934326,7.991719722747803,-71.30018615722656,37.97866439819336,112.2766571044922,30.147998809814453,17.277915954589844,17.757892608642578,38.77286148071289,12.44798183441162,4.724045276641846,15.323933601379396,21.08572196960449,9.205313682556152,2.4644551277160645,9.901976585388184,-2.378453493118286,8.869242668151855,0.1940630674362182,9.058602333068848,energetic,0.2644800841808319,0.0519680380821228,0.0535824424342105,0.0317328750612071,0,0
95.703125,2604.1590411451903,345.53562669986866,30.0,energetic_1535291.wav,jamendo_dataset_trimmed\energetic\energetic_1535291.wav,3.2212564945220947,5.694543838500977,-2.0427956581115723,5.0373077392578125,7.946632385253906,4.947180271148682,-5.688121795654297,5.071678161621094,34.513179779052734,25.97130584716797,73.07640075683594,16.409231185913086,-18.376089096069336,14.760111808776855,42.56618118286133,9.906242370605469,2.173860549926758,7.780361652374268,12.13924789428711,6.773452758789063,7.477179050445557,7.149824619293213,9.265738487243652,5.982497692108154,9.025664329528809,7.111184120178223,energetic,0.3357992768287658,0.0378466323018074,0.1141810933871904,0.027575005013773,0,0
129.19921875,2370.469523685916,736.506082991468,30.0,energetic_1504214.wav,jamendo_dataset_trimmed\energetic\energetic_1504214.wav,9.749740600585938,7.509583473205566,5.53594970703125,7.803073406219482,9.901703834533691,6.963101863861084,5.256936550140381,7.397166728973389,-53.06829833984375,37.64089584350586,79.48197174072266,22.265439987182617,18.625776290893555,18.77077865600586,21.19778823852539,12.390968322753906,8.928491592407227,13.284430503845217,13.533889770507812,9.859716415405272,3.1551432609558105,10.096151351928713,9.572182655334473,9.912054061889648,-1.1541532278060913,9.275039672851562,energetic,0.3482021391391754,0.1426192075014114,0.0769693002612229,0.0547399562055286,0,0
99.38401442307692,2124.8027574184844,763.2940114296508,30.0,energetic_1450370.wav,jamendo_dataset_trimmed\energetic\energetic_1450370.wav,14.962014198303224,5.24180269241333,2.660510778427124,5.460289001464844,9.800782203674316,4.465226650238037,2.395385265350342,4.739660263061523,-34.12238693237305,65.28064727783203,92.3924789428711,29.821258544921875,-13.22883129119873,18.80190658569336,34.758975982666016,14.927301406860352,4.205437183380127,8.543052673339844,24.08711814880371,7.860806941986084,0.3970199823379516,7.405866622924805,16.947612762451172,5.962489604949951,1.6569576263427734,5.693535804748535,energetic,0.2789523601531982,0.0969472452998161,0.0818071394881966,0.0725703407052223,0,0
172.265625,2788.7906730944765,664.6457288338031,30.0,energetic_1639303.wav,jamendo_dataset_trimmed\energetic\energetic_1639303.wav,5.741249084472656,6.494640350341797,-5.195460796356201,6.203309535980225,5.743890285491943,6.023581981658936,-2.0258803367614746,6.189247131347656,-11.285905838012695,67.91288757324219,70.00496673583984,31.259885787963867,-28.22865104675293,19.468265533447266,25.072349548339844,20.11606216430664,3.253093242645264,13.447365760803224,3.0840649604797363,11.445562362670898,2.0076346397399902,8.959391593933105,13.08430290222168,8.476110458374023,-2.0144519805908203,7.22831392288208,energetic,0.2193811684846878,0.097050204873085,0.1537874298568111,0.0585822655299224,0,0
86.1328125,2587.1284116366955,737.3433857113672,30.0,energetic_6178.wav,jamendo_dataset_trimmed\energetic\energetic_6178.wav,7.82578706741333,8.547041893005371,-5.571468353271484,6.413239479064941,5.569448471069336,6.754977703094482,1.6032731533050537,5.8494873046875,-69.44710540771484,42.35220718383789,75.97566986083984,25.161510467529297,5.777205944061279,19.400955200195312,51.80784225463867,14.336853981018066,0.7280561327934265,10.875980377197266,3.1839187145233154,10.20590877532959,6.175013065338135,9.84797477722168,2.9920814037323,8.815043449401855,7.179338455200195,6.897677898406982,energetic,0.1700111776590347,0.0377655252814292,0.1145306755514705,0.0572755740293457,0,0
